# Exposure Time: 5.000000
# Center Wavelength: 730.000000
# Grating: 149.849991 l, 800.000000 nm
# Input Slit Width: 1000.000000
743.422800	9524.000000
744.771057	9025.000000
746.119141	8510.000000
747.467163	8212.000000
748.815300	7589.000000
750.163200	7232.000000
751.511100	6692.000000
752.859100	6438.000000
754.206900	6183.000000
755.554600	5980.000000
756.902344	5992.000000
758.249939	6226.000000
759.597600	6583.000000
760.945200	6984.000000
762.292664	7623.000000
763.640100	8188.000000
764.987500	8881.000000
766.334800	9431.000000
767.682068	10202.000000
769.029300	10834.000000
770.376465	10781.000000
771.723600	11923.000000
773.070700	14101.000000
774.417664	15441.000000
775.764600	16645.000000
777.111500	17564.000000
778.458300	18195.000000
779.805054	18504.000000
781.151855	18503.000000
782.498535	18361.000000
783.845100	18018.000000
785.191650	18155.000000
786.538200	18854.000000
787.884600	19938.000000
789.231000	21652.000000
790.577300	23674.000000
791.923500	25293.000000
793.269836	26928.000000
794.615967	27798.000000
795.962036	27857.000000
797.308044	27304.000000
798.654000	26314.000000
799.999939	25247.000000
801.345800	23650.000000
802.691600	22351.000000
804.037354	21677.000000
805.383057	21296.000000
806.728638	21441.000000
808.074158	22172.000000
809.419739	22781.000000
810.765137	23244.000000
812.110535	23464.000000
813.455800	23209.000000
814.801100	22644.000000
816.146240	21469.000000
817.491455	20270.000000
818.836500	18817.000000
820.181458	17771.000000
821.526500	16942.000000
822.871338	16523.000000
824.216100	16201.000000
825.561000	16506.000000
826.905640	16915.000000
828.250244	17541.000000
829.594849	17783.000000
830.939400	18189.000000
832.283800	18231.000000
833.628200	17905.000000
834.972534	17608.000000
836.316700	17048.000000
837.661000	16170.000000
839.005100	15484.000000
840.349100	14759.000000
841.693200	14120.000000
843.037100	13768.000000
844.381000	13433.000000
845.724854	13181.000000
847.068542	12848.000000
848.412200	12906.000000
849.755859	12592.000000
851.099365	12673.000000
852.442900	12381.000000
853.786300	12129.000000
855.129639	11758.000000
856.472900	11339.000000
857.816162	11056.000000
859.159300	10741.000000
860.502300	10320.000000
861.845400	9928.000000
863.188354	9613.000000
864.531250	9131.000000
865.874100	8853.000000
867.216800	8472.000000
868.559448	8142.000000
869.902100	7811.000000
871.244600	7371.000000
872.587100	7114.000000
873.929565	6768.000000
875.271851	6500.000000
876.614136	6276.000000
877.956360	6009.000000
879.298500	5822.000000
880.640500	5626.000000
881.982544	5475.000000
883.324463	5317.000000
884.666300	5167.000000
886.008100	5001.000000
887.349800	4782.000000
888.691467	4469.000000
890.033100	4215.000000
891.374600	3900.000000
892.715942	3683.000000
894.057400	3358.000000
895.398600	3116.000000
896.739800	2896.000000
898.081055	2706.000000
899.422058	2601.000000
900.763062	2474.000000
902.104000	2359.000000
903.444900	2312.000000
904.785645	2263.000000
906.126343	2166.000000
907.467000	2041.000000
908.807556	1958.000000
910.148100	1837.000000
911.488464	1741.000000
912.828800	1551.000000
914.169100	1418.000000
915.509338	1336.000000
916.849400	1204.000000
918.189453	1058.000000
919.529400	968.000000
920.869400	920.000000
922.209167	866.000000
923.548950	818.000000
924.888600	778.000000
926.228200	765.000000
927.567700	759.000000
928.907166	759.000000
930.246600	729.000000
931.585900	712.000000
932.925049	704.000000
934.264200	685.000000
935.603333	665.000000
936.942261	643.000000
938.281250	598.000000
939.620056	603.000000
940.958800	568.000000
942.297546	579.000000
943.636100	540.000000
944.974700	540.000000
946.313200	535.000000
947.651500	516.000000
948.989746	508.000000
950.328000	512.000000
951.666100	530.000000
953.004150	524.000000
954.342200	527.000000
955.680054	520.000000
957.017900	523.000000
958.355652	534.000000
959.693300	522.000000
961.030800	514.000000
962.368400	524.000000
963.705750	518.000000
965.043152	494.000000
966.380432	481.000000
967.717600	482.000000
969.054700	478.000000
970.391700	463.000000
971.728638	474.000000
