# Exposure Time: 5.000000
# Center Wavelength: 730.000000
# Grating: 149.849991 l, 800.000000 nm
# Input Slit Width: 1000.000000
628.656067	4459.000000
630.008057	4096.000000
631.359900	3684.000000
632.711800	3380.000000
634.063660	3569.000000
635.415466	3938.000000
636.767200	4365.000000
638.119000	4383.000000
639.470700	4152.000000
640.822300	3789.000000
642.173950	3585.000000
643.525500	3744.000000
644.877000	4303.000000
646.228600	4881.000000
647.579956	5356.000000
648.931400	5474.000000
650.282837	5157.000000
651.634155	4951.000000
652.985500	4735.000000
654.336731	4920.000000
655.688000	5407.000000
657.039100	5579.000000
658.390259	5782.000000
659.741333	5455.000000
661.092400	4958.000000
662.443500	4278.000000
663.794434	3855.000000
665.145400	3800.000000
666.496200	4144.000000
667.847100	4505.000000
669.197900	4885.000000
670.548645	4880.000000
671.899400	4652.000000
673.250061	4180.000000
674.600769	3854.000000
675.951355	3815.000000
677.301900	4013.000000
678.652400	4615.000000
680.002869	5135.000000
681.353300	5645.000000
682.703700	5845.000000
684.054000	5815.000000
685.404300	5626.000000
686.754600	5310.000000
688.104800	5342.000000
689.454956	5875.000000
690.805054	6901.000000
692.155100	8115.000000
693.505100	9318.000000
694.855100	10065.000000
696.205100	10122.000000
697.554932	9845.000000
698.904800	9099.000000
700.254600	8718.000000
701.604400	8842.000000
702.954041	9906.000000
704.303700	11728.000000
705.653300	13433.000000
707.002900	14938.000000
708.352400	15648.000000
709.701900	15736.000000
711.051331	15123.000000
712.400700	14123.000000
713.750000	13443.000000
715.099300	13336.000000
716.448547	14564.000000
717.797668	16332.000000
719.146851	17981.000000
720.495900	18885.000000
721.845000	19227.000000
723.194000	18563.000000
724.542900	17427.000000
725.891800	16289.000000
727.240700	15000.000000
728.589500	14336.000000
729.938100	14131.000000
731.286900	14404.000000
732.635500	15032.000000
733.984131	15114.000000
735.332642	14945.000000
736.681152	14332.000000
738.029600	13466.000000
739.377900	12234.000000
740.726300	11236.000000
742.074600	10165.000000
